year_month,variety,price_per_lb
2025-11,HONEYCRISP,1.3226276441720328
2025-11,RED DELICIOUS,1.0524111664639073
2025-12,FUJI,1.105310356080305
2025-12,HONEYCRISP,1.2047944929482561
2025-12,RED DELICIOUS,1.0093087970159702
2026-01,FUJI,1.2064515764221162
2026-01,HONEYCRISP,1.6957529634753765
2026-01,RED DELICIOUS,1.0856796145330143
2026-02,FUJI,1.2458944073044789
2026-02,HONEYCRISP,1.8189053072253758
2026-02,RED DELICIOUS,1.0668870008966445
2026-03,FUJI,1.2004570174291735
2026-03,HONEYCRISP,1.8806311256777581
2026-03,RED DELICIOUS,1.0774742044539556
2026-04,FUJI,1.1700676739606208
2026-04,HONEYCRISP,1.8806160966811445
2026-04,RED DELICIOUS,1.0822253363683
2026-05,FUJI,1.1535078173363735
2026-05,HONEYCRISP,1.8455673299152835
2026-05,RED DELICIOUS,1.0411190322668176
2026-06,FUJI,1.0974583479077271
2026-06,HONEYCRISP,1.8473990248426033
2026-06,RED DELICIOUS,1.030971716481296
2026-07,FUJI,1.071705145099616
2026-07,HONEYCRISP,1.8833069933340503
2026-07,RED DELICIOUS,1.0260068401832318
2026-08,FUJI,1.0735720725546691
2026-08,HONEYCRISP,1.914213355286174
2026-08,RED DELICIOUS,1.0479480575097877
2026-09,FUJI,1.1250808966868002
2026-09,HONEYCRISP,1.608433844679346
2026-09,RED DELICIOUS,1.0725799397274154
2026-10,FUJI,1.1281949296840634
2026-10,HONEYCRISP,1.5095236505094416
2026-10,RED DELICIOUS,1.0906072022396205
2026-11,FUJI,1.1263858924609087
2026-11,HONEYCRISP,1.3226276441720328
2026-11,RED DELICIOUS,1.0524111664639073
2026-12,FUJI,1.105310356080305
2026-12,HONEYCRISP,1.2047944929482561
2026-12,RED DELICIOUS,1.0093087970159702
2027-01,FUJI,1.2064515764221162
2027-01,HONEYCRISP,1.6957529634753765
2027-01,RED DELICIOUS,1.0856796145330143
2027-02,FUJI,1.2458944073044789
2027-02,HONEYCRISP,1.8189053072253758
2027-02,RED DELICIOUS,1.0668870008966445
2027-03,FUJI,1.2004570174291735
2027-03,HONEYCRISP,1.8806311256777581
2027-03,RED DELICIOUS,1.0774742044539556
2027-04,FUJI,1.1700676739606208
2027-04,HONEYCRISP,1.8806160966811445
2027-04,RED DELICIOUS,1.0822253363683
2027-05,FUJI,1.1535078173363735
2027-05,HONEYCRISP,1.8455673299152835
2027-05,RED DELICIOUS,1.0411190322668176
2027-06,FUJI,1.0974583479077271
2027-06,HONEYCRISP,1.8473990248426033
2027-06,RED DELICIOUS,1.030971716481296
2027-07,FUJI,1.071705145099616
2027-07,HONEYCRISP,1.8833069933340503
2027-07,RED DELICIOUS,1.0260068401832318
2027-08,FUJI,1.0735720725546691
2027-08,HONEYCRISP,1.914213355286174
2027-08,RED DELICIOUS,1.0479480575097877
2027-09,FUJI,1.1250808966868002
2027-09,HONEYCRISP,1.608433844679346
2027-09,RED DELICIOUS,1.0725799397274154
2027-10,FUJI,1.1281949296840634
2027-10,HONEYCRISP,1.5095236505094416
2027-10,RED DELICIOUS,1.0906072022396205
2027-11,FUJI,1.1263858924609087
2027-11,HONEYCRISP,1.3226276441720328
2027-11,RED DELICIOUS,1.0524111664639073
2027-12,FUJI,1.105310356080305
2027-12,HONEYCRISP,1.2047944929482561
2027-12,RED DELICIOUS,1.0093087970159702
2028-01,FUJI,1.2064515764221162
2028-01,HONEYCRISP,1.6957529634753765
2028-01,RED DELICIOUS,1.0856796145330143
2028-02,FUJI,1.2458944073044789
2028-02,HONEYCRISP,1.8189053072253758
2028-02,RED DELICIOUS,1.0668870008966445
2028-03,FUJI,1.2004570174291735
2028-03,HONEYCRISP,1.8806311256777581
2028-03,RED DELICIOUS,1.0774742044539556
2028-04,FUJI,1.1700676739606208
2028-04,HONEYCRISP,1.8806160966811445
2028-04,RED DELICIOUS,1.0822253363683
2028-05,FUJI,1.1535078173363735
2028-05,HONEYCRISP,1.8455673299152835
2028-05,RED DELICIOUS,1.0411190322668176
2028-06,FUJI,1.0974583479077271
2028-06,HONEYCRISP,1.8473990248426033
2028-06,RED DELICIOUS,1.030971716481296
2028-07,FUJI,1.071705145099616
2028-07,HONEYCRISP,1.8833069933340503
2028-07,RED DELICIOUS,1.0260068401832318
2028-08,FUJI,1.0735720725546691
2028-08,HONEYCRISP,1.914213355286174
2028-08,RED DELICIOUS,1.0479480575097877
2028-09,FUJI,1.1250808966868002
2028-09,HONEYCRISP,1.608433844679346
2028-09,RED DELICIOUS,1.0725799397274154
2028-10,FUJI,1.1281949296840634
2028-10,HONEYCRISP,1.5095236505094416
2028-10,RED DELICIOUS,1.0906072022396205
2028-11,FUJI,1.1263858924609087
2028-11,HONEYCRISP,1.3226276441720328
2028-11,RED DELICIOUS,1.0524111664639073
2028-12,FUJI,1.105310356080305
2028-12,HONEYCRISP,1.2047944929482561
2028-12,RED DELICIOUS,1.0093087970159702
