iteration,total_items_bought,consumer_spending,wholesaler_stock,retailer_stock,remaining_items
282,66194488,7.967345520156555E7,1095388,239514,33634260
283,66433488,7.999017454402949E7,1095388,514,33873197
284,66671488,8.030516733785905E7,817972,240470,34011860
285,66910488,8.062141807029295E7,817972,1470,34250797
286,67149488,8.093769476526988E7,1091344,238698,34114931
287,67388186,8.125350742997904E7,1091344,0,34353869
288,67626186,8.156852741996606E7,820886,240058,34489006
289,67865186,8.188502155868393E7,820886,1058,34727939
290,68104186,8.220171792855518E7,1092748,239676,34592136
291,68342186,8.251683856996922E7,1092748,1676,34831070
292,68581186,8.283301620659362E7,811230,237414,34973398
293,68820186,8.314800372112858E7,863616,239068,35065808
294,69059186,8.346196782874058E7,863616,68,35304746
295,69297186,8.377393889927554E7,1049072,240192,35211890
296,69536186,8.408681067297001E7,1049072,1192,35450827
297,69775186,8.439945175200464E7,864300,239644,35543420
298,70014186,8.47118794284254E7,864300,644,35782357
299,70252186,8.502257212957211E7,1048708,240416,35690201
300,70491186,8.533423656521387E7,1048708,1416,35929139
301,70730186,8.56466972927101E7,863354,239370,36022276
302,70969186,8.595994149395008E7,863354,370,36261209
303,71207186,8.627227725237267E7,1040666,238098,36173626
304,71446186,8.658614339691918E7,801004,238760,36412560
305,71684946,8.689924966629751E7,801004,0,36651498
306,71923946,8.721150034597313E7,1114424,239860,36494288
307,72161946,8.752147299512099E7,1114424,1860,36733226
308,72400946,8.783221824556717E7,790744,237760,36896550
309,72639946,8.814267148017107E7,883486,238998,36968997
310,72877946,8.84514134470294E7,883486,998,37207930
311,73116946,8.876115032633029E7,1026368,238716,37137067
312,73355662,8.9070313669559E7,1026368,0,37376001
313,73594662,8.93780909324838E7,882220,238148,37448439
314,73832662,8.968307563687733E7,789018,239350,37614376
315,74071662,8.999008658427447E7,789018,350,37853309
316,74310662,9.029806999833377E7,1124596,239492,37685386
317,74549662,9.060681827359188E7,1124596,492,37924320
318,74787662,9.09147653451138E7,782684,238944,38095988
319,75026606,9.122421995480646E7,782684,0,38334918
320,75265606,9.153212756031951E7,1126762,238362,38163136
321,75504606,9.183855210520844E7,886954,239170,38402070
322,75742606,9.214271554180492E7,886954,1170,38641007
323,75981606,9.244780068796994E7,1024936,239268,38572400
324,76220606,9.275277616513109E7,1024936,268,38811337
325,76459606,9.305738573226933E7,883328,238136,38882641
326,76697606,9.336039477288643E7,883328,136,39121579
327,76936606,9.36644584426281E7,1024558,238006,39051466
328,77175606,9.396830762767795E7,783770,239794,39290399
329,77413606,9.427073575882606E7,783770,1794,39529336
330,77652606,9.45743825484366E7,1123882,238362,39360430
331,77891606,9.48792192451671E7,885068,238176,39599368
332,78130606,9.518487383800368E7,785768,238256,39768408
333,78368606,9.548960048004876E7,785768,256,40007346
334,78607606,9.579514639261934E7,1125566,238898,39837560
335,78846504,9.610048814416508E7,1125566,0,40076497
336,79085504,9.640568705431645E7,786074,238912,40246220
337,79323504,9.67083554244973E7,786074,912,40485157
338,79562504,9.701122347171324E7,1125388,239098,40315841
339,79801504,9.731542117504232E7,885682,239804,40554779
340,80040504,9.762106209989972E7,885682,804,40793716
341,80278504,9.792634348968107E7,1024192,239674,40724959
342,80517504,9.823370101211125E7,1024192,674,40963896
343,80756504,9.854162357793835E7,881604,237622,41036150
344,80994504,9.884865850191458E7,790732,239494,41200588
345,81233504,9.915720381338066E7,790732,494,41439518
346,81472504,9.946235051337232E7,1121964,239302,41273936
347,81711504,9.976545898126929E7,1121964,302,41512870
348,81949504,1.0006614930647458E8,791948,240558,41677687
349,82188504,1.0036732685632679E8,791948,1558,41916620
350,82427504,1.0066754524218701E8,1112036,237390,41758097
351,82666504,1.0096704638386057E8,871248,239178,41997031
352,82904504,1.0126372374483785E8,804414,240712,42149619
353,83143504,1.0156026399412702E8,804414,1712,42388556
354,83382504,1.0185586231857122E8,1095098,236308,42245349
355,83621504,1.0215087842473629E8,853650,238756,42484286
356,83859504,1.0244433069148432E8,853650,756,42723220
357,84098504,1.0273883456551982E8,1054114,238132,42623738
358,84337504,1.0303289400376642E8,812768,240478,42862668
359,84576504,1.0332659898816603E8,812768,1478,43101606
360,84814504,1.0361884820956677E8,1101904,241042,42957190
361,85053504,1.0391203396171975E8,1101904,2042,43196127
362,85292504,1.042083220866606E8,809500,239366,43343100
363,85530504,1.0450640043722913E8,809500,1366,43582037
364,85769504,1.0480789389864694E8,1093862,237184,43441381
365,86008504,1.0510929166145456E8,853230,238816,43680319
366,86247504,1.0541003160122828E8,824440,240126,43813496
367,86485504,1.0570895436452201E8,824440,2126,44052429
368,86724504,1.0600933547929952E8,1081298,237968,43925516
369,86963504,1.0630746841727476E8,840868,239398,44164450
370,87202504,1.0660308354253483E8,835196,239870,44286488
371,87440504,1.0689562640530029E8,835196,1870,44525418
372,87679504,1.0718828498689269E8,1074654,238932,44406596
373,87918504,1.0747996429516445E8,834846,239740,44645530
374,88157504,1.0776926642589556E8,834846,740,44884467
375,88395504,1.0805489675182465E8,1073254,239212,44765960
376,88634504,1.0833975449265245E8,833850,239616,45004897
377,88873504,1.0862339496592443E8,833850,616,45243831
378,89111504,1.0890515708493051E8,1073572,239014,45124709
379,89350504,1.0918749697344369E8,833828,239758,45363646
380,89589504,1.0947297516079782E8,833828,758,45602579
381,89828504,1.0976370244094437E8,1075116,238430,45482536
382,90066504,1.1005770358205166E8,834360,241186,45721470
383,90305504,1.1035591825220126E8,834360,2186,45960408
384,90544504,1.1065623551518025E8,1067894,237112,45845608
385,90783504,1.1095831474372034E8,825886,240120,46084546
386,91021504,1.1126025356525251E8,825886,2120,46323480
387,91260504,1.1156246986123197E8,1083570,238896,46195687
388,91499504,1.1186355499843253E8,844196,239270,46434620
389,91738504,1.1216659481069523E8,844196,270,46673557
390,91976504,1.1246650370808646E8,1069044,240382,46561011
391,92215504,1.1276561488507691E8,1069044,1382,46799949
392,92454504,1.1306312448487855E8,840972,238854,46914686
393,92693358,1.1335941966393226E8,840972,0,47153619
394,92931358,1.136541244969386E8,1071492,240120,47038236
395,93170358,1.1394979364286672E8,1071492,1120,47277170
396,93409358,1.1424705230741669E8,836318,238234,47395638
397,93647358,1.1454847733217084E8,833370,238982,47516668
398,93886340,1.1485354323299362E8,833370,0,47755606
399,94125340,1.1515969007775539E8,1083078,240112,47630130
400,94364340,1.1546631160981885E8,1083078,1112,47869067
401,94602340,1.1577187792437364E8,822672,238718,48000400
402,94841058,1.1607849032450019E8,822672,0,48239337
403,95080058,1.163854950512733E8,1089170,238962,48106041
404,95319058,1.1669246836739568E8,849942,239190,48344979
405,95557058,1.1699812314318928E8,849942,1190,48583916
406,95796058,1.1730504654717255E8,1060534,238918,48479189
407,96034976,1.1761183246473275E8,1060534,0,48718126
408,96273976,1.1791865632199222E8,847118,237916,48825310
409,96511976,1.1822265786427352E8,825530,239644,48955178
410,96750976,1.1852657547034144E8,825530,644,49194108
411,96989976,1.188298991686006E8,1086262,239112,49063946
412,97227976,1.191317904916588E8,1086262,1112,49302880
413,97466976,1.1943490791408657E8,821752,238282,49435987
414,97705258,1.1973230120304458E8,821752,0,49674920
415,97944258,1.2002916921822268E8,1082282,237010,49545587
416,98182258,1.2032443513381365E8,842414,238878,49784521
417,98421136,1.2062076038804963E8,842414,0,50023459
418,98660136,1.2091546477358356E8,1066518,238236,49911726
419,98899136,1.2120865670755757E8,827332,238422,50150659
420,99137136,1.215007761094914E8,842524,239070,50262676
421,99376136,1.2179037924513121E8,842524,70,50501610
422,99615136,1.2207653494200735E8,1066660,238314,50389858
423,99854136,1.2236033154245996E8,826242,239732,50628788
424,100092136,1.2264149371467471E8,826242,1732,50867726
425,100331136,1.2292287448907605E8,1081726,238428,50741070
426,100570136,1.2320365385912892E8,843192,237962,50980007
427,100809136,1.2348417951562786E8,840770,241484,51098890
428,101047136,1.2376343491753852E8,840770,3484,51337827
429,101286136,1.2404384700529042E8,1063926,238048,51228401
430,101525136,1.2432428653173111E8,824250,238724,51467339
431,101763136,1.2460357606943613E8,824250,724,51706276
432,102002136,1.2488571560717197E8,1083478,238116,51577399
433,102241136,1.251695453720381E8,844280,238314,51816336
434,102480136,1.254546035825564E8,825570,238044,51945260
435,102718136,1.2573921334935147E8,840870,238124,52057508
436,102957136,1.2602546776108804E8,830468,238366,52182018
437,103196136,1.2631197362175283E8,841042,238472,52296116
438,103435136,1.2659861638639532E8,829322,238212,52421540
439,103673136,1.268841677672722E8,846390,240484,52531807
440,103912136,1.2717092269239081E8,846390,1484,52770740
441,104151136,1.2746035375027475E8,1064036,238978,52662607
442,104390114,1.2775389779388052E8,1064036,0,52901541
443,104628114,1.280494275674342E8,844162,239054,53011889
444,104867114,1.283482660359159E8,830630,239466,53137886
445,105106114,1.2864830648698016E8,830630,466,53376819
446,105344114,1.2894775561023661E8,1078238,239338,53253516
447,105583114,1.2924877620123261E8,1078238,338,53492450
448,105822114,1.2954989188656625E8,832232,238704,53615708
449,106061114,1.2985071800057459E8,844334,239822,53728528
450,106299114,1.3015004616621153E8,844334,1822,53967466
451,106538114,1.3045046245261717E8,1061530,237926,53860250
452,106777114,1.3075079097663362E8,822302,238154,54099187
453,107016114,1.3105107029648642E8,852510,239246,54202970
454,107254114,1.3135008524642266E8,852510,1246,54441907
455,107493114,1.3164937183621122E8,1056042,238454,54340971
456,107731568,1.3194709006908347E8,1056042,0,54579909
457,107970568,1.3224488368941747E8,854024,238518,54681096
458,108208568,1.3254106456973435E8,818162,239680,54818379
459,108447568,1.328382680822494E8,818162,680,55057316
460,108686568,1.331353505805195E8,1090616,238366,54921680
461,108924934,1.3343159102910571E8,1090616,0,55160618
462,109162934,1.3372739510735008E8,816416,238760,55298268
463,109401934,1.340244694616262E8,856864,239012,55397356
464,109640934,1.343215636728844E8,818978,239718,55535380
465,109878934,1.346174195055995E8,818978,1718,55774317
466,110117934,1.3491451876821262E8,1086030,237686,55642240
467,110356934,1.352116173885188E8,846548,238168,55881177
468,110595934,1.3550657410933617E8,826028,238688,56010611
469,110833934,1.35803650646946E8,848764,240372,56118339
470,111072934,1.3610545954562628E8,848764,1372,56357276
471,111311934,1.364097411814524E8,1059534,238422,56252799
472,111550356,1.3671482357186687E8,1059534,0,56491736
473,111788356,1.3702032714580184E8,854246,240448,56594090
474,112027356,1.37327633381036E8,854246,1448,56833028
475,112266356,1.3763514293458274E8,1057414,239280,56731958
476,112505356,1.3794272490300983E8,1057414,280,56970896
477,112743356,1.3824904185421288E8,844102,237452,57078900
478,112982356,1.385566377971446E8,830370,238984,57204437
479,113221340,1.3886419287271458E8,830370,0,57443370
480,113459340,1.3917046497346663E8,1082958,240332,57316847
481,113698340,1.3947803314419904E8,1082958,1332,57555781
482,113937340,1.3978570565782568E8,821660,237490,57687789
483,114176340,1.4009427830239475E8,852834,238996,57790886
484,114414340,1.4040235024204886E8,852834,996,58029819
485,114653340,1.4071225396606827E8,1059738,239392,57926606
486,114892340,1.410198512170341E8,1059738,392,58165540
487,115131340,1.4132184080923545E8,847468,237902,58272358
488,115369340,1.4161799913159373E8,826198,239892,58401928
489,115608340,1.4190740420178935E8,826198,892,58640866
490,115847340,1.4219051289019012E8,1077598,237172,58516460
491,116086340,1.4246954386602044E8,836346,239424,58755397
492,116324340,1.427449980680459E8,836346,1424,58994330
493,116563340,1.4302019529166913E8,1070500,238070,58878367
494,116802340,1.4329457719096684E8,831172,238398,59117301
495,117041340,1.435685171643391E8,840398,238492,59232079
496,117279340,1.4384107538293576E8,833684,240146,59354546
497,117518340,1.441146409424216E8,833684,1146,59593479
498,117757340,1.4438810969079798E8,1078434,239316,59471456
499,117995340,1.4466039007811075E8,1078434,1316,59710390
500,118234340,1.4493379406816503E8,833528,239322,59833278
501,118473340,1.4520972719528028E8,833528,322,60072208
502,118712340,1.4549129669494027E8,1073686,237884,59952786
503,118950340,1.4577624984772307E8,835270,238300,60191720
504,119189340,1.4606540701709285E8,838494,239016,60309187
505,119428340,1.4635633695724663E8,838494,16,60548120
506,119667340,1.4664823506332013E8,1063712,236558,60436677
507,119905340,1.4693940727480906E8,824066,238204,60675611
508,120143544,1.4723105333726004E8,824066,0,60914549
509,120382544,1.4752377702051017E8,1080854,237232,60786976
510,120621544,1.4781652033146477E8,840236,238850,61025909
511,120859544,1.4810805613186657E8,837722,241204,61145926
512,121098544,1.484008468933285E8,837722,2204,61384860
513,121337544,1.4869733556775346E8,1067138,237768,61271808
514,121575544,1.4899618200826445E8,826440,240466,61510738
515,121814544,1.4929884323346794E8,826440,1466,61749676
516,122053544,1.4960310250359973E8,1084420,239086,61621310
517,122292544,1.4990829252936274E8,1084420,86,61860247
518,122530544,1.5021273439236888E8,823740,239066,61991030
519,122769544,1.5051873523880333E8,823740,66,62229967
520,123008544,1.508248951793589E8,1089978,239448,62096591
521,123247544,1.5113114227163595E8,1089978,448,62335529
522,123485544,1.514361153544169E8,817758,239048,62472276
523,123724544,1.517423570065646E8,817758,48,62711209
524,123963544,1.520485999837047E8,1094712,239134,62572626
525,124202544,1.5235484460447615E8,1094712,134,62811560
526,124440544,1.526598063943551E8,817816,240170,62949928
527,124679544,1.5296608450780937E8,817816,1170,63188858
