producer_id,iteration,price,units_sold_day,revenue_day,units_sold_cum,revenue_cum,acres,annual_production_lbs,variety
1,195,0.8670991924214128,0,0.0,258370,232791.96121841573,12.0,345600.0,FRESH APPLES
1,196,0.871057588886224,2650,2308.3026105484937,261020,235100.26382896423,12.0,345600.0,FRESH APPLES
1,197,0.8717331704115237,1330,1159.4051166473264,262350,236259.66894561157,12.0,345600.0,FRESH APPLES
1,198,0.8732749111512423,0,0.0,262350,236259.66894561157,12.0,345600.0,FRESH APPLES
1,199,0.8949695346927319,2660,2380.618962282667,265010,238640.28790789424,12.0,345600.0,FRESH APPLES
1,200,0.8947915899372955,0,0.0,265010,238640.28790789424,12.0,345600.0,FRESH APPLES
1,201,0.9003597336689235,0,0.0,265010,238640.28790789424,12.0,345600.0,FRESH APPLES
1,202,0.897439557367178,3990,3580.78383389504,269000,242221.0717417893,12.0,345600.0,FRESH APPLES
1,203,0.8975013342481171,0,0.0,269000,242221.0717417893,12.0,345600.0,FRESH APPLES
1,204,0.8937048875996582,2660,2377.255001015091,271660,244598.32674280438,12.0,345600.0,FRESH APPLES
1,205,0.8934907297890318,0,0.0,271660,244598.32674280438,12.0,345600.0,FRESH APPLES
1,206,0.8935286235695249,2660,2376.786138694936,274320,246975.1128814993,12.0,345600.0,FRESH APPLES
1,207,0.8936418599629868,0,0.0,274320,246975.1128814993,12.0,345600.0,FRESH APPLES
1,208,0.8936509988422637,2660,2377.1116569204214,276980,249352.22453841974,12.0,345600.0,FRESH APPLES
1,209,0.9044704693107893,0,0.0,276980,249352.22453841974,12.0,345600.0,FRESH APPLES
1,210,0.8975937965758307,2650,2378.6235609259516,279630,251730.8480993457,12.0,345600.0,FRESH APPLES
1,211,0.8976301784128673,0,0.0,279630,251730.8480993457,12.0,345600.0,FRESH APPLES
1,212,0.9020591859000506,2660,2399.4774344941347,282290,254130.32553383982,12.0,345600.0,FRESH APPLES
1,213,0.8978950047960675,0,0.0,282290,254130.32553383982,12.0,345600.0,FRESH APPLES
1,214,0.896707703436396,2660,2385.2424911408134,284950,256515.56802498063,12.0,345600.0,FRESH APPLES
1,215,0.8951782730681822,0,0.0,284950,256515.56802498063,12.0,345600.0,FRESH APPLES
1,216,0.8911424449733405,2660,2370.438903629086,287610,258886.0069286097,12.0,345600.0,FRESH APPLES
1,217,0.8859353252675376,0,0.0,287610,258886.0069286097,12.0,345600.0,FRESH APPLES
1,218,0.8842323404520701,2660,2352.0580256025064,290270,261238.06495421223,12.0,345600.0,FRESH APPLES
1,219,0.8825396708945574,0,0.0,290270,261238.06495421223,12.0,345600.0,FRESH APPLES
1,220,0.8820932599329419,2660,2346.3680714216252,292930,263584.43302563386,12.0,345600.0,FRESH APPLES
1,221,0.8833903799352687,1330,1174.9092053139075,294260,264759.34223094775,12.0,345600.0,FRESH APPLES
1,222,0.8834955195546527,0,0.0,294260,264759.34223094775,12.0,345600.0,FRESH APPLES
1,223,0.8829948466772303,2650,2339.93634369466,296910,267099.27857464243,12.0,345600.0,FRESH APPLES
1,224,0.8821555641572646,0,0.0,296910,267099.27857464243,12.0,345600.0,FRESH APPLES
1,225,0.8821296776650995,2660,2346.464942589165,299570,269445.7435172316,12.0,345600.0,FRESH APPLES
1,226,0.879124453694775,0,0.0,299570,269445.7435172316,12.0,345600.0,FRESH APPLES
1,227,0.879132489550414,2660,2338.4924222041013,302230,271784.2359394357,12.0,345600.0,FRESH APPLES
1,228,0.852659294793814,0,0.0,302230,271784.2359394357,12.0,345600.0,FRESH APPLES
1,229,0.9144433361917739,2660,2432.4192742701184,304890,274216.65521370585,12.0,345600.0,FRESH APPLES
1,230,0.9141387705382245,1330,1215.8045648158386,306220,275432.4597785217,12.0,345600.0,FRESH APPLES
1,231,0.9131614934409444,1330,1214.5047862764561,307550,276646.9645647981,12.0,345600.0,FRESH APPLES
1,232,0.9103408942276937,0,0.0,307550,276646.9645647981,12.0,345600.0,FRESH APPLES
1,233,0.910702782437552,2660,2422.469401283888,310210,279069.433966082,12.0,345600.0,FRESH APPLES
1,234,0.9098782186312868,0,0.0,310210,279069.433966082,12.0,345600.0,FRESH APPLES
1,235,0.9082936661214065,2650,2406.978215221727,312860,281476.4121813037,12.0,345600.0,FRESH APPLES
1,236,0.9301770414517263,0,0.0,312860,281476.4121813037,12.0,345600.0,FRESH APPLES
1,237,0.9295011685358584,2660,2472.4731083053834,315520,283948.8852896091,12.0,345600.0,FRESH APPLES
1,238,0.9295766338047269,0,0.0,315520,283948.8852896091,12.0,345600.0,FRESH APPLES
1,239,0.9294473996582173,2660,2472.330083090858,318180,286421.21537269995,12.0,345600.0,FRESH APPLES
1,240,0.9292583746526131,0,0.0,318180,286421.21537269995,12.0,345600.0,FRESH APPLES
1,241,0.9291181828014088,2660,2471.454366251747,320840,288892.6697389517,12.0,345600.0,FRESH APPLES
1,242,0.9296106167820564,0,0.0,320840,288892.6697389517,12.0,345600.0,FRESH APPLES
1,243,0.9372763795791296,2660,2493.1551696804845,323500,291385.8249086322,12.0,345600.0,FRESH APPLES
1,244,0.9369007790904235,0,0.0,323500,291385.8249086322,12.0,345600.0,FRESH APPLES
1,245,0.9368822649163798,2660,2492.1068246775703,326160,293877.93173330976,12.0,345600.0,FRESH APPLES
1,246,0.9375461908431522,0,0.0,326160,293877.93173330976,12.0,345600.0,FRESH APPLES
1,247,0.9246070597777032,0,0.0,326160,293877.93173330976,12.0,345600.0,FRESH APPLES
1,248,0.9269988752369525,3980,3689.455523443071,330140,297567.3872567528,12.0,345600.0,FRESH APPLES
1,249,0.9272462170095727,0,0.0,330140,297567.3872567528,12.0,345600.0,FRESH APPLES
1,250,0.935711535779037,0,0.0,330140,297567.3872567528,12.0,345600.0,FRESH APPLES
1,251,0.9412667804008615,3990,3755.6544537994373,334130,301323.04171055224,12.0,345600.0,FRESH APPLES
1,252,0.9136156251276225,0,0.0,334130,301323.04171055224,12.0,345600.0,FRESH APPLES
1,253,0.9185695353368545,2660,2443.394963996033,336790,303766.43667454825,12.0,345600.0,FRESH APPLES
1,254,0.932750789533898,1330,1240.5585500800844,338120,305006.99522462836,12.0,345600.0,FRESH APPLES
1,255,0.9404044760186464,0,0.0,338120,305006.99522462836,12.0,345600.0,FRESH APPLES
1,256,0.9403728998682767,2660,2501.391913649616,340780,307508.387138278,12.0,345600.0,FRESH APPLES
1,257,0.9275829141179913,0,0.0,340780,307508.387138278,12.0,345600.0,FRESH APPLES
1,258,0.9310261371536122,2660,2476.5295248286084,343440,309984.9166631066,12.0,345600.0,FRESH APPLES
1,259,0.9311536598856784,1330,1238.4343676479523,344770,311223.35103075457,12.0,345600.0,FRESH APPLES
1,260,0.9399750520340376,1330,1250.16681920527,346100,312473.51784995984,12.0,345600.0,FRESH APPLES
1,261,0.9509984247515779,0,0.0,346100,312473.51784995984,12.0,345600.0,FRESH APPLES
1,262,0.9559240580409752,2650,2533.1987538085846,348750,315006.7166037684,12.0,345600.0,FRESH APPLES
1,263,0.956170805350923,0,0.0,348750,315006.7166037684,12.0,345600.0,FRESH APPLES
1,264,0.9562143035990436,2660,2543.5300475734557,351410,317550.24665134185,12.0,345600.0,FRESH APPLES
1,265,0.9562496429064076,0,0.0,351410,317550.24665134185,12.0,345600.0,FRESH APPLES
1,266,0.9798926639468152,2660,2606.5144860985283,354070,320156.7611374404,12.0,345600.0,FRESH APPLES
1,267,1.0038405440834608,0,0.0,354070,320156.7611374404,12.0,345600.0,FRESH APPLES
1,268,1.002623693391024,2660,2666.9790244201236,356730,322823.74016186054,12.0,345600.0,FRESH APPLES
1,269,1.0077710590978253,1330,1340.3355086001077,358060,324164.07567046065,12.0,345600.0,FRESH APPLES
1,270,1.0078303691041521,0,0.0,358060,324164.07567046065,12.0,345600.0,FRESH APPLES
1,271,1.0075493109312172,2660,2680.0811670770377,360720,326844.1568375377,12.0,345600.0,FRESH APPLES
1,272,1.0089275256476493,0,0.0,360720,326844.1568375377,12.0,345600.0,FRESH APPLES
1,273,1.0073288188384384,0,0.0,360720,326844.1568375377,12.0,345600.0,FRESH APPLES
